test_date,window,segment,component,lift_topK,hits,topK,seg_size
2026-04-17,180,3F_R_N,c2,1.1765,4,17,85
2026-04-17,180,2F_L_N,c3,1.82,4,20,182
2026-04-17,180,2F_R_N,c3,1.2675,3,20,169
2026-04-17,180,3F_L_A,c3,0.0,0,19,96
2026-04-17,180,3F_L_N,c3,0.8426,3,18,91
2026-04-17,180,3F_R_A,c3,0.5679,2,18,92
2026-04-17,180,3F_R_N,c3,1.1765,4,17,85
2026-04-17,180,2F_L_N,c4,2.275,5,20,182
2026-04-17,180,2F_R_N,c4,1.69,4,20,169
2026-04-17,180,3F_L_A,c4,1.5956,6,19,96
2026-04-17,180,3F_L_N,c4,1.4043,5,18,91
2026-04-17,180,3F_R_A,c4,1.4198,5,18,92
2026-04-17,180,3F_R_N,c4,1.7647,6,17,85
2026-04-17,180,2F_L_N,c5,1.365,3,20,182
2026-04-17,180,2F_R_N,c5,0.845,2,20,169
2026-04-17,180,3F_L_A,c5,0.7978,3,19,96
2026-04-17,180,3F_L_N,c5,0.8426,3,18,91
2026-04-17,180,3F_R_A,c5,0.5679,2,18,92
2026-04-17,180,3F_R_N,c5,0.2941,1,17,85
2026-04-17,180,2F_L_N,c6,0.91,2,20,182
2026-04-17,180,2F_R_N,c6,0.845,2,20,169
2026-04-17,180,3F_L_A,c6,0.5319,2,19,96
2026-04-17,180,3F_L_N,c6,1.4043,5,18,91
2026-04-17,180,3F_R_A,c6,0.8519,3,18,92
2026-04-17,180,3F_R_N,c6,0.8824,3,17,85
2026-04-17,180,2F_L_N,hist_diff,0.455,1,20,182
2026-04-17,180,2F_R_N,hist_diff,1.2675,3,20,169
2026-04-17,180,3F_L_A,hist_diff,1.8615,7,19,96
2026-04-17,180,3F_L_N,hist_diff,0.8426,3,18,91
2026-04-17,180,3F_R_A,hist_diff,0.5679,2,18,92
2026-04-17,180,3F_R_N,hist_diff,1.4706,5,17,85
2026-04-17,180,2F_L_N,hist_payout,0.455,1,20,182
2026-04-17,180,2F_R_N,hist_payout,1.2675,3,20,169
2026-04-17,180,3F_L_A,hist_payout,0.7978,3,19,96
2026-04-17,180,3F_L_N,hist_payout,0.8426,3,18,91
2026-04-17,180,3F_R_A,hist_payout,1.4198,5,18,92
2026-04-17,180,3F_R_N,hist_payout,0.8824,3,17,85
2026-04-17,180,2F_L_N,hist_winrate,0.455,1,20,182
2026-04-17,180,2F_R_N,hist_winrate,0.0,0,20,169
2026-04-17,180,3F_L_A,hist_winrate,2.1274,8,19,96
2026-04-17,180,3F_L_N,hist_winrate,0.8426,3,18,91
2026-04-17,180,3F_R_A,hist_winrate,1.1358,4,18,92
2026-04-17,180,3F_R_N,hist_winrate,1.1765,4,17,85
2026-04-17,180,2F_L_N,hist_hit104,0.91,2,20,182
2026-04-17,180,2F_R_N,hist_hit104,0.845,2,20,169
2026-04-17,180,3F_L_A,hist_hit104,2.6593,10,19,96
2026-04-17,180,3F_L_N,hist_hit104,0.8426,3,18,91
2026-04-17,180,3F_R_A,hist_hit104,0.8519,3,18,92
2026-04-17,180,3F_R_N,hist_hit104,1.4706,5,17,85
2026-04-18,180,2F_L_N,c1,0.91,2,20,182
2026-04-18,180,2F_R_N,c1,1.2675,3,20,169
2026-04-18,180,3F_L_A,c1,1.3296,5,19,96
2026-04-18,180,3F_L_N,c1,1.4043,5,18,91
2026-04-18,180,3F_R_A,c1,1.7037,6,18,92
2026-04-18,180,3F_R_N,c1,0.8824,3,17,85
2026-04-18,180,2F_L_N,c2,1.365,3,20,182
2026-04-18,180,2F_R_N,c2,1.69,4,20,169
2026-04-18,180,3F_L_A,c2,1.3296,5,19,96
2026-04-18,180,3F_L_N,c2,0.8426,3,18,91
2026-04-18,180,3F_R_A,c2,1.4198,5,18,92
2026-04-18,180,3F_R_N,c2,0.5882,2,17,85
2026-04-18,180,2F_L_N,c3,1.365,3,20,182
2026-04-18,180,2F_R_N,c3,0.4225,1,20,169
2026-04-18,180,3F_L_A,c3,1.0637,4,19,96
2026-04-18,180,3F_L_N,c3,0.8426,3,18,91
2026-04-18,180,3F_R_A,c3,1.1358,4,18,92
2026-04-18,180,3F_R_N,c3,0.8824,3,17,85
2026-04-18,180,2F_L_N,c4,0.455,1,20,182
2026-04-18,180,2F_R_N,c4,1.2675,3,20,169
2026-04-18,180,3F_L_A,c4,1.0637,4,19,96
2026-04-18,180,3F_L_N,c4,0.2809,1,18,91
2026-04-18,180,3F_R_A,c4,1.7037,6,18,92
2026-04-18,180,3F_R_N,c4,0.5882,2,17,85
2026-04-18,180,2F_L_N,c5,0.91,2,20,182
2026-04-18,180,2F_R_N,c5,0.4225,1,20,169
2026-04-18,180,3F_L_A,c5,1.0637,4,19,96
2026-04-18,180,3F_L_N,c5,0.5617,2,18,91
2026-04-18,180,3F_R_A,c5,1.4198,5,18,92
2026-04-18,180,3F_R_N,c5,1.1765,4,17,85
2026-04-18,180,2F_L_N,c6,0.0,0,20,182
2026-04-18,180,2F_R_N,c6,0.4225,1,20,169
2026-04-18,180,3F_L_A,c6,0.7978,3,19,96
2026-04-18,180,3F_L_N,c6,1.1235,4,18,91
2026-04-18,180,3F_R_A,c6,0.5679,2,18,92
2026-04-18,180,3F_R_N,c6,0.5882,2,17,85
2026-04-18,180,2F_L_N,hist_diff,1.365,3,20,182
2026-04-18,180,2F_R_N,hist_diff,0.845,2,20,169
2026-04-18,180,3F_L_A,hist_diff,1.8615,7,19,96
2026-04-18,180,3F_L_N,hist_diff,0.8426,3,18,91
2026-04-18,180,3F_R_A,hist_diff,1.7037,6,18,92
2026-04-18,180,3F_R_N,hist_diff,1.7647,6,17,85
2026-04-18,180,2F_L_N,hist_payout,2.275,5,20,182
2026-04-18,180,2F_R_N,hist_payout,0.845,2,20,169
2026-04-18,180,3F_L_A,hist_payout,1.8615,7,19,96
2026-04-18,180,3F_L_N,hist_payout,1.1235,4,18,91
2026-04-18,180,3F_R_A,hist_payout,1.4198,5,18,92
2026-04-18,180,3F_R_N,hist_payout,2.0588,7,17,85
2026-04-18,180,2F_L_N,hist_winrate,0.455,1,20,182
2026-04-18,180,2F_R_N,hist_winrate,0.4225,1,20,169
2026-04-18,180,3F_L_A,hist_winrate,1.3296,5,19,96
2026-04-18,180,3F_L_N,hist_winrate,1.6852,6,18,91
2026-04-18,180,3F_R_A,hist_winrate,1.4198,5,18,92
2026-04-18,180,3F_R_N,hist_winrate,1.1765,4,17,85
2026-04-18,180,2F_L_N,hist_hit104,0.0,0,20,182
2026-04-18,180,2F_R_N,hist_hit104,0.0,0,20,169
2026-04-18,180,3F_L_A,hist_hit104,1.3296,5,19,96
2026-04-18,180,3F_L_N,hist_hit104,1.6852,6,18,91
2026-04-18,180,3F_R_A,hist_hit104,1.7037,6,18,92
2026-04-18,180,3F_R_N,hist_hit104,1.7647,6,17,85
2026-04-19,180,2F_L_N,c1,1.365,3,20,182
2026-04-19,180,2F_R_N,c1,0.0,0,20,169
2026-04-19,180,3F_L_A,c1,1.0637,4,19,96
2026-04-19,180,3F_L_N,c1,0.8426,3,18,91
2026-04-19,180,3F_R_A,c1,0.284,1,18,92
2026-04-19,180,3F_R_N,c1,0.8824,3,17,85
2026-04-19,180,2F_L_N,c2,1.365,3,20,182
2026-04-19,180,2F_R_N,c2,0.0,0,20,169
2026-04-19,180,3F_L_A,c2,1.3296,5,19,96
2026-04-19,180,3F_L_N,c2,1.1235,4,18,91
2026-04-19,180,3F_R_A,c2,0.284,1,18,92
2026-04-19,180,3F_R_N,c2,0.8824,3,17,85
2026-04-19,180,2F_L_N,c3,1.82,4,20,182
2026-04-19,180,2F_R_N,c3,1.2675,3,20,169
2026-04-19,180,3F_L_A,c3,1.5956,6,19,96
2026-04-19,180,3F_L_N,c3,0.8426,3,18,91
2026-04-19,180,3F_R_A,c3,1.1358,4,18,92
2026-04-19,180,3F_R_N,c3,0.5882,2,17,85
2026-04-19,180,2F_L_N,c4,0.91,2,20,182
2026-04-19,180,2F_R_N,c4,0.845,2,20,169
2026-04-19,180,3F_L_A,c4,1.5956,6,19,96
2026-04-19,180,3F_L_N,c4,1.1235,4,18,91
2026-04-19,180,3F_R_A,c4,0.284,1,18,92
2026-04-19,180,3F_R_N,c4,0.8824,3,17,85
2026-04-19,180,2F_L_N,c5,1.82,4,20,182
2026-04-19,180,2F_R_N,c5,1.2675,3,20,169
2026-04-19,180,3F_L_A,c5,0.5319,2,19,96
2026-04-19,180,3F_L_N,c5,1.4043,5,18,91
2026-04-19,180,3F_R_A,c5,0.284,1,18,92
2026-04-19,180,3F_R_N,c5,0.8824,3,17,85
2026-04-19,180,2F_L_N,c6,0.455,1,20,182
2026-04-19,180,2F_R_N,c6,0.845,2,20,169
2026-04-19,180,3F_L_A,c6,0.7978,3,19,96
2026-04-19,180,3F_L_N,c6,0.8426,3,18,91
2026-04-19,180,3F_R_A,c6,1.4198,5,18,92
2026-04-19,180,3F_R_N,c6,0.8824,3,17,85
2026-04-19,180,2F_L_N,hist_diff,1.365,3,20,182
2026-04-19,180,2F_R_N,hist_diff,0.845,2,20,169
2026-04-19,180,3F_L_A,hist_diff,1.0637,4,19,96
2026-04-19,180,3F_L_N,hist_diff,0.5617,2,18,91
2026-04-19,180,3F_R_A,hist_diff,0.5679,2,18,92
2026-04-19,180,3F_R_N,hist_diff,0.8824,3,17,85
2026-04-19,180,2F_L_N,hist_payout,1.365,3,20,182
2026-04-19,180,2F_R_N,hist_payout,0.0,0,20,169
2026-04-19,180,3F_L_A,hist_payout,0.7978,3,19,96
2026-04-19,180,3F_L_N,hist_payout,0.5617,2,18,91
2026-04-19,180,3F_R_A,hist_payout,0.8519,3,18,92
2026-04-19,180,3F_R_N,hist_payout,0.5882,2,17,85
2026-04-19,180,2F_L_N,hist_winrate,0.0,0,20,182
2026-04-19,180,2F_R_N,hist_winrate,0.0,0,20,169
2026-04-19,180,3F_L_A,hist_winrate,1.0637,4,19,96
2026-04-19,180,3F_L_N,hist_winrate,0.8426,3,18,91
2026-04-19,180,3F_R_A,hist_winrate,0.284,1,18,92
2026-04-19,180,3F_R_N,hist_winrate,1.1765,4,17,85
2026-04-19,180,2F_L_N,hist_hit104,0.0,0,20,182
2026-04-19,180,2F_R_N,hist_hit104,0.0,0,20,169
2026-04-19,180,3F_L_A,hist_hit104,0.7978,3,19,96
2026-04-19,180,3F_L_N,hist_hit104,0.5617,2,18,91
2026-04-19,180,3F_R_A,hist_hit104,0.284,1,18,92
2026-04-19,180,3F_R_N,hist_hit104,0.8824,3,17,85
2026-04-20,180,2F_L_N,c1,1.365,3,20,182
2026-04-20,180,2F_R_N,c1,0.4225,1,20,169
2026-04-20,180,3F_L_A,c1,0.7978,3,19,96
2026-04-20,180,3F_L_N,c1,1.1235,4,18,91
2026-04-20,180,3F_R_A,c1,1.1358,4,18,92
2026-04-20,180,3F_R_N,c1,0.5882,2,17,85
2026-04-20,180,2F_L_N,c2,0.0,0,20,182
2026-04-20,180,2F_R_N,c2,0.4225,1,20,169
2026-04-20,180,3F_L_A,c2,1.3296,5,19,96
2026-04-20,180,3F_L_N,c2,1.1235,4,18,91
2026-04-20,180,3F_R_A,c2,1.7037,6,18,92
2026-04-20,180,3F_R_N,c2,0.8824,3,17,85
2026-04-20,180,2F_L_N,c3,0.91,2,20,182
2026-04-20,180,2F_R_N,c3,1.2675,3,20,169
2026-04-20,180,3F_L_A,c3,1.5956,6,19,96
2026-04-20,180,3F_L_N,c3,0.2809,1,18,91
2026-04-20,180,3F_R_A,c3,1.9877,7,18,92
2026-04-20,180,3F_R_N,c3,1.1765,4,17,85
2026-04-20,180,2F_L_N,c4,0.91,2,20,182
2026-04-20,180,2F_R_N,c4,1.2675,3,20,169
2026-04-20,180,3F_L_A,c4,1.0637,4,19,96
2026-04-20,180,3F_L_N,c4,1.1235,4,18,91
2026-04-20,180,3F_R_A,c4,2.2716,8,18,92
2026-04-20,180,3F_R_N,c4,0.5882,2,17,85
2026-04-20,180,2F_L_N,c5,1.365,3,20,182
2026-04-20,180,2F_R_N,c5,1.2675,3,20,169
2026-04-20,180,3F_L_A,c5,1.3296,5,19,96
2026-04-20,180,3F_L_N,c5,1.1235,4,18,91
2026-04-20,180,3F_R_A,c5,1.9877,7,18,92
2026-04-20,180,3F_R_N,c5,0.8824,3,17,85
2026-04-20,180,2F_L_N,c6,0.455,1,20,182
2026-04-20,180,2F_R_N,c6,1.69,4,20,169
2026-04-20,180,3F_L_A,c6,1.3296,5,19,96
2026-04-20,180,3F_L_N,c6,0.2809,1,18,91
2026-04-20,180,3F_R_A,c6,0.5679,2,18,92
2026-04-20,180,3F_R_N,c6,0.8824,3,17,85
2026-04-20,180,2F_L_N,hist_diff,0.455,1,20,182
2026-04-20,180,2F_R_N,hist_diff,0.845,2,20,169
2026-04-20,180,3F_L_A,hist_diff,0.5319,2,19,96
2026-04-20,180,3F_L_N,hist_diff,0.8426,3,18,91
2026-04-20,180,3F_R_A,hist_diff,1.7037,6,18,92
2026-04-20,180,3F_R_N,hist_diff,0.8824,3,17,85
2026-04-20,180,2F_L_N,hist_payout,0.91,2,20,182
2026-04-20,180,2F_R_N,hist_payout,0.4225,1,20,169
2026-04-20,180,3F_L_A,hist_payout,1.0637,4,19,96
2026-04-20,180,3F_L_N,hist_payout,0.8426,3,18,91
2026-04-20,180,3F_R_A,hist_payout,0.8519,3,18,92
2026-04-20,180,3F_R_N,hist_payout,0.2941,1,17,85
2026-04-20,180,2F_L_N,hist_winrate,0.91,2,20,182
2026-04-20,180,2F_R_N,hist_winrate,0.4225,1,20,169
2026-04-20,180,3F_L_A,hist_winrate,1.0637,4,19,96
2026-04-20,180,3F_L_N,hist_winrate,0.5617,2,18,91
2026-04-20,180,3F_R_A,hist_winrate,1.4198,5,18,92
2026-04-20,180,3F_R_N,hist_winrate,0.5882,2,17,85
2026-04-20,180,2F_L_N,hist_hit104,1.365,3,20,182
2026-04-20,180,2F_R_N,hist_hit104,0.845,2,20,169
2026-04-20,180,3F_L_A,hist_hit104,0.2659,1,19,96
2026-04-20,180,3F_L_N,hist_hit104,0.5617,2,18,91
2026-04-20,180,3F_R_A,hist_hit104,1.7037,6,18,92
2026-04-20,180,3F_R_N,hist_hit104,0.8824,3,17,85
2026-04-21,180,2F_L_N,c1,2.275,5,20,182
2026-04-21,180,2F_R_N,c1,1.2675,3,20,169
2026-04-21,180,3F_L_A,c1,1.5956,6,19,96
2026-04-21,180,3F_L_N,c1,0.5617,2,18,91
2026-04-21,180,3F_R_A,c1,0.8519,3,18,92
2026-04-21,180,3F_R_N,c1,1.1765,4,17,85
2026-04-21,180,2F_L_N,c2,1.365,3,20,182
2026-04-21,180,2F_R_N,c2,0.4225,1,20,169
2026-04-21,180,3F_L_A,c2,1.3296,5,19,96
2026-04-21,180,3F_L_N,c2,1.1235,4,18,91
2026-04-21,180,3F_R_A,c2,0.8519,3,18,92
2026-04-21,180,3F_R_N,c2,0.8824,3,17,85
2026-04-21,180,2F_L_N,c3,0.91,2,20,182
2026-04-21,180,2F_R_N,c3,1.69,4,20,169
2026-04-21,180,3F_L_A,c3,1.0637,4,19,96
2026-04-21,180,3F_L_N,c3,1.4043,5,18,91
2026-04-21,180,3F_R_A,c3,1.4198,5,18,92
2026-04-21,180,3F_R_N,c3,1.7647,6,17,85
2026-04-21,180,2F_L_N,c4,2.73,6,20,182
2026-04-21,180,2F_R_N,c4,1.2675,3,20,169
2026-04-21,180,3F_L_A,c4,1.0637,4,19,96
2026-04-21,180,3F_L_N,c4,1.1235,4,18,91
2026-04-21,180,3F_R_A,c4,1.1358,4,18,92
2026-04-21,180,3F_R_N,c4,1.4706,5,17,85
2026-04-21,180,2F_L_N,c5,1.82,4,20,182
2026-04-21,180,2F_R_N,c5,1.2675,3,20,169
2026-04-21,180,3F_L_A,c5,1.3296,5,19,96
2026-04-21,180,3F_L_N,c5,0.5617,2,18,91
2026-04-21,180,3F_R_A,c5,1.1358,4,18,92
2026-04-21,180,3F_R_N,c5,1.1765,4,17,85
2026-04-21,180,2F_L_N,c6,1.365,3,20,182
2026-04-21,180,2F_R_N,c6,0.4225,1,20,169
2026-04-21,180,3F_L_A,c6,0.2659,1,19,96
2026-04-21,180,3F_L_N,c6,0.8426,3,18,91
2026-04-21,180,3F_R_A,c6,1.1358,4,18,92
2026-04-21,180,3F_R_N,c6,1.1765,4,17,85
2026-04-21,180,2F_L_N,hist_diff,1.365,3,20,182
2026-04-21,180,2F_R_N,hist_diff,1.2675,3,20,169
2026-04-21,180,3F_L_A,hist_diff,1.0637,4,19,96
2026-04-21,180,3F_L_N,hist_diff,0.2809,1,18,91
2026-04-21,180,3F_R_A,hist_diff,1.1358,4,18,92
2026-04-21,180,3F_R_N,hist_diff,1.4706,5,17,85
2026-04-21,180,2F_L_N,hist_payout,0.91,2,20,182
2026-04-21,180,2F_R_N,hist_payout,1.69,4,20,169
2026-04-21,180,3F_L_A,hist_payout,0.7978,3,19,96
2026-04-21,180,3F_L_N,hist_payout,1.1235,4,18,91
2026-04-21,180,3F_R_A,hist_payout,1.1358,4,18,92
2026-04-21,180,3F_R_N,hist_payout,1.7647,6,17,85
2026-04-21,180,2F_L_N,hist_winrate,0.455,1,20,182
2026-04-21,180,2F_R_N,hist_winrate,1.2675,3,20,169
2026-04-21,180,3F_L_A,hist_winrate,1.0637,4,19,96
2026-04-21,180,3F_L_N,hist_winrate,0.0,0,18,91
2026-04-21,180,3F_R_A,hist_winrate,1.1358,4,18,92
2026-04-21,180,3F_R_N,hist_winrate,0.8824,3,17,85
2026-04-21,180,2F_L_N,hist_hit104,0.91,2,20,182
2026-04-21,180,2F_R_N,hist_hit104,0.4225,1,20,169
2026-04-21,180,3F_L_A,hist_hit104,1.5956,6,19,96
2026-04-21,180,3F_L_N,hist_hit104,0.5617,2,18,91
2026-04-21,180,3F_R_A,hist_hit104,1.4198,5,18,92
2026-04-21,180,3F_R_N,hist_hit104,1.4706,5,17,85
2026-04-22,180,2F_L_N,c1,0.91,2,20,182
2026-04-22,180,2F_R_N,c1,0.4225,1,20,169
2026-04-22,180,3F_L_A,c1,0.7978,3,19,96
2026-04-22,180,3F_L_N,c1,0.8426,3,18,91
2026-04-22,180,3F_R_A,c1,0.8519,3,18,92
2026-04-22,180,3F_R_N,c1,0.8824,3,17,85
2026-04-22,180,2F_L_N,c2,1.365,3,20,182
2026-04-22,180,2F_R_N,c2,0.845,2,20,169
2026-04-22,180,3F_L_A,c2,1.3296,5,19,96
2026-04-22,180,3F_L_N,c2,1.1235,4,18,91
2026-04-22,180,3F_R_A,c2,1.7037,6,18,92
2026-04-22,180,3F_R_N,c2,1.1765,4,17,85
2026-04-22,180,2F_L_N,c3,0.91,2,20,182
2026-04-22,180,2F_R_N,c3,0.0,0,20,169
2026-04-22,180,3F_L_A,c3,1.3296,5,19,96
2026-04-22,180,3F_L_N,c3,1.4043,5,18,91
2026-04-22,180,3F_R_A,c3,0.5679,2,18,92
2026-04-22,180,3F_R_N,c3,1.1765,4,17,85
2026-04-22,180,2F_L_N,c4,0.91,2,20,182
2026-04-22,180,2F_R_N,c4,0.845,2,20,169
2026-04-22,180,3F_L_A,c4,1.0637,4,19,96
2026-04-22,180,3F_L_N,c4,0.8426,3,18,91
2026-04-22,180,3F_R_A,c4,1.1358,4,18,92
2026-04-22,180,3F_R_N,c4,1.7647,6,17,85
2026-04-22,180,2F_L_N,c5,1.365,3,20,182
2026-04-22,180,2F_R_N,c5,0.4225,1,20,169
2026-04-22,180,3F_L_A,c5,1.0637,4,19,96
2026-04-22,180,3F_L_N,c5,0.8426,3,18,91
2026-04-22,180,3F_R_A,c5,0.5679,2,18,92
2026-04-22,180,3F_R_N,c5,0.8824,3,17,85
2026-04-22,180,2F_L_N,c6,1.365,3,20,182
2026-04-22,180,2F_R_N,c6,2.1125,5,20,169
2026-04-22,180,3F_L_A,c6,0.7978,3,19,96
2026-04-22,180,3F_L_N,c6,1.4043,5,18,91
2026-04-22,180,3F_R_A,c6,1.4198,5,18,92
2026-04-22,180,3F_R_N,c6,1.1765,4,17,85
2026-04-22,180,2F_L_N,hist_diff,0.455,1,20,182
2026-04-22,180,2F_R_N,hist_diff,0.0,0,20,169
2026-04-22,180,3F_L_A,hist_diff,0.7978,3,19,96
2026-04-22,180,3F_L_N,hist_diff,0.8426,3,18,91
2026-04-22,180,3F_R_A,hist_diff,0.8519,3,18,92
2026-04-22,180,3F_R_N,hist_diff,0.8824,3,17,85
2026-04-22,180,2F_L_N,hist_payout,0.0,0,20,182
2026-04-22,180,2F_R_N,hist_payout,0.845,2,20,169
2026-04-22,180,3F_L_A,hist_payout,1.3296,5,19,96
2026-04-22,180,3F_L_N,hist_payout,1.4043,5,18,91
2026-04-22,180,3F_R_A,hist_payout,0.8519,3,18,92
2026-04-22,180,3F_R_N,hist_payout,0.5882,2,17,85
2026-04-22,180,2F_L_N,hist_winrate,0.91,2,20,182
2026-04-22,180,2F_R_N,hist_winrate,0.4225,1,20,169
2026-04-22,180,3F_L_A,hist_winrate,0.7978,3,19,96
2026-04-22,180,3F_L_N,hist_winrate,0.5617,2,18,91
2026-04-22,180,3F_R_A,hist_winrate,0.8519,3,18,92
2026-04-22,180,3F_R_N,hist_winrate,1.1765,4,17,85
2026-04-22,180,2F_L_N,hist_hit104,1.365,3,20,182
2026-04-22,180,2F_R_N,hist_hit104,0.845,2,20,169
2026-04-22,180,3F_L_A,hist_hit104,0.5319,2,19,96
2026-04-22,180,3F_L_N,hist_hit104,0.8426,3,18,91
2026-04-22,180,3F_R_A,hist_hit104,1.1358,4,18,92
2026-04-22,180,3F_R_N,hist_hit104,0.5882,2,17,85
2026-04-23,180,2F_L_N,c1,1.365,3,20,182
2026-04-23,180,2F_R_N,c1,0.0,0,20,169
2026-04-23,180,3F_L_A,c1,0.2659,1,19,96
2026-04-23,180,3F_L_N,c1,1.4043,5,18,91
2026-04-23,180,3F_R_A,c1,1.4198,5,18,92
2026-04-23,180,3F_R_N,c1,0.5882,2,17,85
2026-04-23,180,2F_L_N,c2,0.91,2,20,182
2026-04-23,180,2F_R_N,c2,0.845,2,20,169
2026-04-23,180,3F_L_A,c2,0.7978,3,19,96
2026-04-23,180,3F_L_N,c2,0.5617,2,18,91
2026-04-23,180,3F_R_A,c2,1.4198,5,18,92
2026-04-23,180,3F_R_N,c2,1.4706,5,17,85
2026-04-23,180,2F_L_N,c3,1.82,4,20,182
2026-04-23,180,2F_R_N,c3,1.2675,3,20,169
2026-04-23,180,3F_L_A,c3,1.3296,5,19,96
2026-04-23,180,3F_L_N,c3,1.6852,6,18,91
2026-04-23,180,3F_R_A,c3,1.4198,5,18,92
2026-04-23,180,3F_R_N,c3,0.5882,2,17,85
2026-04-23,180,2F_L_N,c4,1.365,3,20,182
2026-04-23,180,2F_R_N,c4,1.69,4,20,169
2026-04-23,180,3F_L_A,c4,0.2659,1,19,96
2026-04-23,180,3F_L_N,c4,1.1235,4,18,91
2026-04-23,180,3F_R_A,c4,2.2716,8,18,92
2026-04-23,180,3F_R_N,c4,0.5882,2,17,85
2026-04-23,180,2F_L_N,c5,0.91,2,20,182
2026-04-23,180,2F_R_N,c5,0.0,0,20,169
2026-04-23,180,3F_L_A,c5,0.5319,2,19,96
2026-04-23,180,3F_L_N,c5,0.8426,3,18,91
2026-04-23,180,3F_R_A,c5,1.7037,6,18,92
2026-04-23,180,3F_R_N,c5,0.5882,2,17,85
2026-04-23,180,2F_L_N,c6,1.365,3,20,182
2026-04-23,180,2F_R_N,c6,0.4225,1,20,169
2026-04-23,180,3F_L_A,c6,0.7978,3,19,96
2026-04-23,180,3F_L_N,c6,1.6852,6,18,91
2026-04-23,180,3F_R_A,c6,1.1358,4,18,92
2026-04-23,180,3F_R_N,c6,1.4706,5,17,85
2026-04-23,180,2F_L_N,hist_diff,0.455,1,20,182
2026-04-23,180,2F_R_N,hist_diff,0.4225,1,20,169
2026-04-23,180,3F_L_A,hist_diff,0.7978,3,19,96
2026-04-23,180,3F_L_N,hist_diff,1.4043,5,18,91
2026-04-23,180,3F_R_A,hist_diff,1.4198,5,18,92
2026-04-23,180,3F_R_N,hist_diff,0.8824,3,17,85
2026-04-23,180,2F_L_N,hist_payout,0.455,1,20,182
2026-04-23,180,2F_R_N,hist_payout,0.845,2,20,169
2026-04-23,180,3F_L_A,hist_payout,1.0637,4,19,96
2026-04-23,180,3F_L_N,hist_payout,1.6852,6,18,91
2026-04-23,180,3F_R_A,hist_payout,1.1358,4,18,92
2026-04-23,180,3F_R_N,hist_payout,0.5882,2,17,85
2026-04-23,180,2F_L_N,hist_winrate,1.365,3,20,182
2026-04-23,180,2F_R_N,hist_winrate,0.845,2,20,169
2026-04-23,180,3F_L_A,hist_winrate,0.7978,3,19,96
2026-04-23,180,3F_L_N,hist_winrate,1.966,7,18,91
2026-04-23,180,3F_R_A,hist_winrate,1.1358,4,18,92
2026-04-23,180,3F_R_N,hist_winrate,1.4706,5,17,85
2026-04-23,180,2F_L_N,hist_hit104,1.365,3,20,182
2026-04-23,180,2F_R_N,hist_hit104,1.2675,3,20,169
2026-04-23,180,3F_L_A,hist_hit104,0.2659,1,19,96
2026-04-23,180,3F_L_N,hist_hit104,1.6852,6,18,91
2026-04-23,180,3F_R_A,hist_hit104,1.7037,6,18,92
2026-04-23,180,3F_R_N,hist_hit104,0.5882,2,17,85
2026-04-24,180,2F_L_N,c1,1.82,4,20,182
2026-04-24,180,2F_R_N,c1,0.4225,1,20,169
2026-04-24,180,3F_L_A,c1,1.5956,6,19,96
2026-04-24,180,3F_L_N,c1,1.6852,6,18,91
2026-04-24,180,3F_R_A,c1,0.8519,3,18,92
2026-04-24,180,3F_R_N,c1,0.5882,2,17,85
2026-04-24,180,2F_L_N,c2,1.365,3,20,182
2026-04-24,180,2F_R_N,c2,1.2675,3,20,169
2026-04-24,180,3F_L_A,c2,1.5956,6,19,96
2026-04-24,180,3F_L_N,c2,0.5617,2,18,91
2026-04-24,180,3F_R_A,c2,0.8519,3,18,92
2026-04-24,180,3F_R_N,c2,1.1765,4,17,85
2026-04-24,180,2F_L_N,c3,0.91,2,20,182
2026-04-24,180,2F_R_N,c3,0.845,2,20,169
2026-04-24,180,3F_L_A,c3,1.5956,6,19,96
2026-04-24,180,3F_L_N,c3,1.1235,4,18,91
2026-04-24,180,3F_R_A,c3,0.8519,3,18,92
2026-04-24,180,3F_R_N,c3,1.1765,4,17,85
2026-04-24,180,2F_L_N,c4,1.365,3,20,182
2026-04-24,180,2F_R_N,c4,1.69,4,20,169
2026-04-24,180,3F_L_A,c4,1.0637,4,19,96
2026-04-24,180,3F_L_N,c4,0.5617,2,18,91
2026-04-24,180,3F_R_A,c4,0.8519,3,18,92
2026-04-24,180,3F_R_N,c4,0.5882,2,17,85
2026-04-24,180,2F_L_N,c5,1.365,3,20,182
2026-04-24,180,2F_R_N,c5,0.845,2,20,169
2026-04-24,180,3F_L_A,c5,1.8615,7,19,96
2026-04-24,180,3F_L_N,c5,0.8426,3,18,91
2026-04-24,180,3F_R_A,c5,0.5679,2,18,92
2026-04-24,180,3F_R_N,c5,1.7647,6,17,85
2026-04-24,180,2F_L_N,c6,2.73,6,20,182
2026-04-24,180,2F_R_N,c6,0.845,2,20,169
2026-04-24,180,3F_L_A,c6,1.3296,5,19,96
2026-04-24,180,3F_L_N,c6,1.4043,5,18,91
2026-04-24,180,3F_R_A,c6,1.1358,4,18,92
2026-04-24,180,3F_R_N,c6,0.8824,3,17,85
2026-04-24,180,2F_L_N,hist_diff,1.82,4,20,182
2026-04-24,180,2F_R_N,hist_diff,0.4225,1,20,169
2026-04-24,180,3F_L_A,hist_diff,1.3296,5,19,96
2026-04-24,180,3F_L_N,hist_diff,1.6852,6,18,91
